date,ABEV3,AEDU3,ALLL3,ALPA4,ALSC3,ALUP11,AMBV3,AMIL3,ANIM3,ARTR3,ARZZ3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBRK3,BBSE3,BEEF3,BIDI11,BISA3,BPAC11,BPAN4,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BRPR3,BRSR6,BTOW3,CCRO3,CESP6,CIEL3,CMIG3,CMIG4,CNFB4,COGN3,CPFE3,CPLE6,CRFB3,CRUZ3,CSAN3,CSMG3,CSNA3,CTIP3,CVCB3,CYRE3,DASA3,DIRR3,DTEX3,ECOR3,EGIE3,ELET3,ELET6,ELPL3,ELPL4,EMBR3,ENAT3,ENBR3,ENEV3,ENGI11,EQTL3,EVEN3,EZTC3,FFTL4,FIBR3,FLRY3,GETI4,GFSA3,GGBR3,GGBR4,GNDI3,GOAU4,GOLL4,GRND3,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB3,ITUB4,JBSS3,KEPL3,KLBN11,KLBN4,LAME3,LAME4,LCAM3,LEVE3,LIGT3,LINX3,LOGG3,LREN3,MAGG3,MDIA3,MGLU3,MILS3,MMXM3,MOVI3,MPLU3,MRFG3,MRVE3,MULT3,MYPK3,NATU3,ODPV3,OGXP3,OIBR3,OIBR4,OSXB3,PCAR4,PDGR3,PETR3,PETR4,PMAM3,POMO4,POSI3,PRIO3,PRML3,PRTX3,PSSA3,QUAL3,RADL3,RAIL3,RAPT4,RDCD3,RENT3,RLOG3,RPMG3,RSID3,RUMO3,SANB11,SAPR11,SAPR4,SBSP3,SEER3,SLCE3,SMLS3,SMTO3,SULA11,SUZB3,SUZB5,TAEE11,TAMM4,TCSA3,TCSL4,TEND3,TERI3,TESA3,TIET11,TIMP3,TMAR5,TNLP3,TNLP4,TOTS3,TRPL4,TUPY3,UGPA3,UGPA4,USIM3,USIM5,VALE3,VALE5,VIVO4,VIVR3,VIVT4,VLID3,VVAR11,VVAR3,WEGE3,WIZS3,YDUQ3
2017-06-30,17.021,,,10.495,14.756,16.542,,,16.188,,29.878,23.45,18.005,23.62,16.705,17.006,11.6,21.601,12.31,,,12.315,1.492,18.106,,39.2,31.003,11.096,8.757,10.672,11.564,14.526,13.852,20.529,7.591,6.922,,14.013,25.79,21.592,,,32.896,33.608,6.695,,31.588,9.445,25.746,4.327,7.379,9.415,22.051,12.122,15.735,13.0,12.65,14.942,4.069,12.466,13.61,22.256,10.527,3.867,12.518,,31.293,23.892,,9.093,9.563,9.776,,4.702,7.55,7.6,,17.796,25.096,31.482,,6.462,17.467,20.245,6.348,23.103,14.314,2.453,11.86,13.734,2.834,16.068,22.023,17.388,,24.081,35.975,47.951,3.933,3.65,3.7,9.301,34.498,6.76,10.675,20.771,15.106,12.5,10.8,3.94,3.015,2.614,11.4,63.129,18.9,12.855,11.477,22.44,2.635,3.31,3.68,10.5,,25.234,22.591,68.523,8.65,4.349,,13.863,6.408,9.0,7.35,,21.329,,3.025,29.016,21.292,8.647,52.872,15.988,16.6,,14.26,17.316,,2.05,,7.036,,16.91,11.264,9.134,,,,9.757,12.052,13.509,35.976,,8.62,4.462,26.867,26.91,,19.055,36.889,13.178,10.829,4.0,12.966,13.878,13.151
2017-07-31,17.802,,,11.398,16.45,16.771,,,16.791,,34.047,27.3,18.679,25.295,18.374,18.374,11.2,20.696,12.4,,,13.549,1.765,20.285,,36.92,33.822,12.256,9.477,11.882,13.146,14.681,13.959,21.781,8.043,7.299,,14.211,26.131,22.807,14.611,,34.342,35.608,7.105,,34.768,10.548,28.717,4.764,7.153,9.724,22.753,13.144,15.985,14.3,14.29,15.574,4.937,12.625,13.94,23.207,11.017,4.483,13.809,,30.618,26.771,,9.959,10.006,10.138,,4.976,8.95,7.84,,19.364,25.267,35.096,8.859,6.627,17.765,20.567,7.485,23.171,14.111,2.453,12.602,15.372,3.547,14.052,22.16,16.832,,25.769,34.118,49.371,5.636,3.98,3.55,9.217,35.351,6.42,11.314,22.857,15.324,12.184,12.061,4.17,3.187,2.606,11.0,70.251,21.0,13.439,12.33,27.54,3.025,3.95,3.742,11.0,,26.623,25.818,67.438,10.34,5.0833,,15.999,7.335,7.67,7.1,,21.764,,3.033,30.749,22.24,8.918,57.108,16.585,16.46,,14.02,18.243,,2.34,,7.515,,17.18,11.603,9.927,,,,9.706,13.079,12.574,34.343,,10.143,5.015,28.998,29.17,,18.467,38.426,15.011,14.322,5.831,13.961,14.934,18.35
2017-08-31,18.462,,,10.627,17.038,17.1,,,18.481,,42.126,26.55,20.202,27.238,19.665,20.45,9.9,21.55,11.58,,,14.566,1.736,23.625,,42.52,34.547,12.628,10.682,13.921,18.276,15.007,13.181,18.718,7.858,7.179,,17.056,26.355,25.298,15.248,,36.711,36.221,8.103,,37.254,11.359,28.271,4.403,7.767,9.733,24.45,17.156,19.686,16.7,15.92,17.707,5.113,13.389,16.0,23.349,11.876,4.669,15.713,,38.679,28.441,,9.959,11.099,11.29,,5.355,11.33,8.133,,24.671,26.639,35.766,9.074,7.366,19.388,22.47,8.428,22.252,15.221,2.704,14.095,17.432,3.955,16.172,20.244,17.917,,26.913,39.5,47.928,8.726,4.07,3.53,8.826,33.967,7.13,10.651,23.241,18.338,14.348,13.94,4.06,3.351,2.828,12.95,69.756,21.2,13.605,12.664,26.86,3.61,3.37,4.389,11.3,,29.37,27.431,67.78,10.33,6.0847,,18.357,7.833,8.98,7.05,,24.044,,2.987,29.466,25.368,9.098,60.986,16.481,16.863,,17.5,17.835,,2.38,,7.18,,16.8,11.897,10.524,,,,10.113,13.219,14.573,34.495,,10.016,6.683,32.499,32.57,,18.467,40.178,17.787,16.422,6.667,15.081,12.845,23.216
2017-09-29,19.559,,,12.09,18.144,17.173,,,22.829,,47.011,29.2,21.873,31.034,20.377,21.357,12.4,22.258,11.2,,,16.803,1.765,21.182,,45.67,38.464,13.064,10.857,14.513,20.895,15.222,12.912,18.637,7.379,6.837,,19.03,26.481,24.849,14.968,,34.437,36.219,8.961,,39.936,11.893,26.39,4.907,8.553,10.379,24.552,19.239,21.757,16.0,12.67,17.706,5.337,13.301,15.55,24.15,11.901,5.433,15.868,,39.66,26.441,,11.531,10.401,10.518,,5.005,13.35,7.981,,26.3,29.068,37.545,9.149,7.978,20.881,24.15,8.263,22.203,16.315,2.933,15.335,18.884,4.112,16.805,19.291,19.119,,31.779,40.6,48.514,9.121,4.64,3.41,7.794,35.406,6.47,10.864,23.422,19.509,15.175,14.534,3.89,3.769,2.736,10.79,72.673,24.6,15.397,14.195,26.52,4.036,3.55,4.641,11.15,,31.838,30.123,73.457,12.09,6.5997,,17.844,8.95,9.76,7.29,,23.701,,3.096,30.501,27.264,10.123,70.611,16.803,16.779,,18.31,17.637,,2.28,,7.86,,16.98,11.99,10.776,,,,10.192,12.765,15.459,35.368,,9.811,7.546,29.526,29.54,,20.65,41.519,18.116,23.001,7.801,15.774,13.178,27.876
2017-10-31,19.429,,,13.322,17.175,16.506,,,24.114,,47.528,27.4,21.828,30.625,20.009,21.143,11.1,21.558,11.5,,,19.62,1.858,21.094,,44.25,47.465,11.773,10.147,12.539,20.984,16.014,11.633,18.976,6.892,6.832,,17.075,26.754,21.997,15.518,,35.578,33.341,7.86,,42.131,11.031,28.717,4.915,8.634,11.098,24.247,21.469,24.298,15.1,14.74,15.508,5.731,12.651,13.35,23.302,11.852,5.286,15.163,,48.444,25.911,,12.438,10.222,10.432,,4.834,13.85,8.214,,26.993,30.873,36.799,9.924,7.58,20.9,23.434,7.329,21.841,16.804,3.003,13.968,17.246,5.1,18.114,17.964,20.116,,30.387,46.0,47.001,7.835,4.28,3.27,7.626,34.41,6.43,9.988,22.837,20.326,15.063,14.921,3.62,3.493,2.92,9.88,73.836,23.5,16.964,15.559,25.16,3.684,3.16,5.676,11.13,,30.8,27.818,76.6,12.7,6.6474,,17.894,9.35,9.46,6.56,,24.647,,3.105,27.312,26.958,9.841,75.08,17.388,16.816,,20.33,16.25,,2.33,,8.185,,16.0,10.888,11.317,,,,10.608,12.425,15.138,36.679,,11.744,8.545,29.739,29.74,,20.566,41.698,16.301,22.464,7.563,15.728,12.504,26.383
2017-11-30,19.113,,,12.849,16.685,15.838,,,25.497,,43.448,26.87,21.297,26.795,18.554,19.917,9.8,20.897,10.85,,,16.937,1.765,22.245,,38.48,41.156,11.226,10.692,10.75,16.991,13.929,10.979,19.417,6.165,5.833,,17.296,20.42,20.307,14.659,,34.085,35.433,6.863,,43.857,10.497,26.736,4.714,7.975,11.158,24.418,18.236,20.482,16.0,15.98,15.489,5.697,12.124,13.95,23.867,12.425,4.855,15.339,,41.808,23.534,,16.002,9.023,10.586,,4.816,14.04,7.816,,23.709,29.655,36.694,10.57,7.507,20.195,23.007,7.689,17.86,16.008,2.89,11.821,14.548,4.845,19.227,15.822,20.331,,29.902,51.36,45.683,6.983,4.42,2.96,6.436,32.442,6.85,10.541,22.211,19.319,14.183,14.456,3.4,3.373,2.966,9.56,67.828,23.5,15.533,14.269,25.16,3.34,3.04,6.409,11.0,,30.903,24.376,86.189,13.02,6.1038,,18.58,9.02,9.37,6.3,,24.896,15.355,3.036,29.97,25.77,9.957,65.86,16.151,16.779,17.237,21.13,17.092,,1.97,,8.132,,13.31,11.106,11.085,,,,9.856,11.799,16.386,32.968,,10.641,8.303,32.555,33.36,,18.383,39.204,15.176,21.747,7.324,16.911,8.543,27.57
2017-12-29,20.08,,,13.506,17.665,16.871,,,27.968,,51.663,26.9,21.124,28.564,20.071,21.177,9.9,22.149,10.65,,,16.928,1.755,26.096,14.306,36.6,39.973,11.82,10.303,12.321,20.262,14.21,11.812,20.043,6.052,6.072,,17.563,18.825,21.962,14.717,,39.479,37.59,7.814,,47.596,11.393,27.232,4.747,8.394,11.408,24.473,18.83,21.767,16.35,,19.884,7.29,12.41,13.9,25.734,12.756,5.619,17.166,,44.288,26.566,,19.432,9.808,11.829,,5.5,14.6,8.569,,23.924,32.498,37.669,10.463,7.959,20.599,23.83,9.536,19.103,15.784,2.783,12.817,16.726,5.989,20.307,16.402,20.979,,31.347,50.4,51.26,9.918,4.12,2.96,6.557,32.572,7.32,11.875,22.751,20.88,16.172,15.105,3.15,2.709,2.652,7.66,76.804,22.7,16.468,14.937,27.03,3.72,3.11,8.18,11.43,,31.334,25.089,90.071,12.97,6.8382,,20.527,9.28,7.9,7.19,,27.464,17.354,3.348,31.464,27.351,11.93,66.694,18.229,17.501,18.399,,17.367,,2.06,,9.573,,14.89,10.836,12.307,,,,9.767,12.949,16.164,35.223,,10.572,8.827,37.697,,,15.11,40.89,16.698,24.441,7.918,17.863,8.98,29.522
2018-01-31,20.712,,,12.369,17.841,16.963,,,27.177,,56.452,31.05,24.184,35.62,24.635,25.507,9.8,24.186,9.63,,,19.553,1.858,28.432,17.568,35.35,46.071,11.931,10.769,14.094,21.004,13.788,13.78,22.906,6.533,6.629,,15.511,20.868,22.493,15.537,,41.515,39.072,10.247,,54.102,12.91,26.835,5.503,9.306,10.564,24.769,19.794,22.716,14.1,,19.904,6.816,12.153,13.84,28.75,13.624,6.118,17.666,,50.795,27.036,,16.336,11.69,13.759,,6.536,18.11,8.81,,20.87,33.665,41.121,11.555,9.747,24.244,29.258,9.769,16.129,15.973,2.863,12.785,16.656,7.483,21.072,16.313,20.763,,33.441,54.95,56.347,10.455,4.45,2.98,7.771,32.758,6.81,11.962,23.277,21.606,17.081,15.788,3.12,2.687,2.752,7.4,73.271,21.5,20.743,18.277,26.69,3.897,3.7,8.83,11.23,,38.105,24.758,82.84,14.27,8.1543,,23.988,10.02,7.79,7.01,,32.104,17.298,3.123,33.342,28.985,14.041,72.186,17.804,19.415,20.338,,16.398,,2.04,,10.698,,13.8,10.607,12.682,,,,10.62,13.017,16.031,38.294,,13.774,11.504,38.811,,,16.62,45.288,18.373,27.088,8.088,17.559,10.466,31.528
2018-02-28,20.825,,,13.439,17.547,16.832,,,26.723,,52.985,33.63,23.757,37.523,23.08,24.28,7.5,23.355,9.08,,,21.3,1.858,31.049,18.993,29.92,43.302,11.077,8.728,15.496,23.514,11.175,13.601,20.614,6.93,7.256,,14.795,23.417,23.264,14.331,,41.258,38.479,9.464,,55.093,13.22,27.727,4.999,10.392,9.321,26.982,24.117,26.753,17.5,,21.634,6.341,11.79,13.52,31.107,13.935,5.922,19.275,,57.079,24.449,,14.655,12.806,15.88,,7.486,19.2,8.557,,21.477,31.979,37.765,11.909,10.223,25.061,29.468,9.633,12.833,16.202,2.812,12.766,16.636,9.196,19.833,15.006,18.589,,30.491,55.0,58.865,11.257,3.57,2.9,7.152,32.041,5.97,11.986,22.527,20.274,16.793,14.535,3.08,3.015,2.905,6.2,66.645,19.4,22.545,19.91,26.69,3.832,3.44,7.25,11.35,,39.494,23.268,76.276,14.24,8.8314,,24.137,10.14,6.8,6.99,,32.937,15.926,3.041,34.506,27.089,15.53,74.058,17.332,20.42,21.411,,16.683,,1.88,,10.875,,13.0,9.646,13.246,,,,9.979,12.912,16.031,35.382,,12.779,11.95,42.182,,,16.033,42.597,17.842,27.358,7.868,17.344,9.462,30.494
2018-03-30,22.785,,,13.64,18.389,16.527,,,25.013,,47.743,38.2,24.749,37.117,24.118,24.749,5.0,23.492,7.57,,,21.263,1.793,28.613,19.853,22.83,44.756,10.817,8.787,17.306,25.343,10.999,14.138,17.936,7.383,7.565,,13.064,24.234,23.934,14.476,,39.488,42.519,8.205,,59.519,13.177,28.865,5.108,10.811,8.115,26.988,20.447,23.109,17.86,,21.445,7.711,11.798,13.2,33.213,13.916,5.12,18.3,,60.189,25.026,,9.688,12.466,14.837,,6.783,21.65,8.241,,19.273,33.499,37.545,13.394,10.757,25.949,30.021,9.089,11.855,18.736,2.982,13.767,18.568,9.451,21.03,13.316,19.823,,30.405,58.2,50.188,12.105,3.24,2.87,6.767,29.347,5.94,12.83,22.039,24.018,15.806,14.2,3.5,2.94,2.691,7.75,64.757,16.0,22.749,19.864,25.33,3.654,3.49,5.9,11.4,,41.883,18.032,73.54,13.15,8.2306,,26.784,10.05,8.89,6.54,,35.75,17.861,3.188,32.078,17.486,15.454,61.071,16.557,20.993,32.84,,17.684,,1.55,,12.613,,13.1,10.318,13.528,,,,9.414,12.871,15.33,33.716,,12.017,10.592,39.972,,,15.247,42.387,16.392,30.284,8.138,16.85,8.505,31.456
2018-04-30,22.084,,,12.308,16.97,16.408,,,20.493,,50.068,36.4,23.55,33.2,22.011,23.839,5.6,22.055,8.2,73.678,,20.69,1.842,33.492,20.098,24.8,42.565,10.139,8.651,17.152,28.565,10.697,15.704,16.645,7.27,7.477,,13.458,23.8,24.586,14.572,,37.843,44.571,8.187,,56.991,11.979,26.756,5.117,9.762,9.228,26.178,18.567,21.863,34.16,,22.1,9.932,12.774,13.3,31.71,14.065,4.434,16.35,,63.688,24.076,,11.188,13.338,15.938,20.236,7.429,19.42,8.232,27.175,18.008,29.351,34.781,15.134,10.617,25.365,29.854,8.506,11.688,19.216,3.0,14.641,19.662,9.596,20.987,17.38,22.041,,28.983,57.5,43.291,13.23,3.48,2.84,7.581,27.207,7.92,12.128,21.346,25.79,15.909,14.301,3.5,2.888,2.507,6.7,77.019,16.5,23.986,21.311,21.93,3.823,3.36,7.264,11.52,,39.053,20.004,67.622,14.85,8.3546,,26.01,10.9,7.2,6.89,,34.276,17.583,3.145,33.181,14.74,20.003,63.376,16.038,20.834,40.615,,17.326,,1.58,,12.211,,14.1,9.793,15.025,,,,10.468,13.267,17.073,28.738,,12.587,10.619,46.089,,,14.199,42.479,16.617,29.75,8.11,17.225,8.002,28.96
2018-05-31,18.639,,,10.453,14.958,14.721,,,18.693,,40.861,26.51,20.264,27.659,18.005,20.126,4.2,20.916,7.08,74.126,,17.981,1.794,29.338,15.932,21.42,44.156,9.564,7.574,14.22,25.056,9.212,14.824,14.694,6.635,7.205,,10.49,22.531,21.566,15.497,,37.97,39.969,7.18,,50.122,10.481,26.241,5.31,8.895,7.612,26.178,14.244,16.061,35.0,,22.449,9.481,12.158,13.01,28.838,12.017,4.102,14.634,,65.954,22.665,,11.682,10.915,14.233,21.327,6.503,13.49,7.256,29.485,16.009,26.276,30.611,15.429,8.76,21.985,25.162,8.727,9.263,19.13,3.053,13.266,17.514,7.664,24.129,12.237,18.729,,26.37,67.39,41.323,13.442,2.6,2.62,6.517,25.227,7.91,11.178,18.827,21.834,16.655,13.283,3.17,2.627,2.217,7.38,78.067,13.1,21.647,17.644,16.15,3.345,2.9,7.13,,,38.049,15.65,61.221,13.81,6.6264,,23.063,10.04,6.05,5.99,,30.382,14.924,2.623,24.678,15.352,21.278,53.801,16.548,18.868,42.633,,16.602,,1.29,,11.923,,11.91,8.706,12.718,,,,9.176,12.588,16.43,23.77,,11.94,8.037,47.945,,,4.765,39.333,16.508,23.35,6.5,16.644,6.106,22.832
2018-06-29,17.167,,,9.597,14.633,14.325,,,15.035,,42.629,21.33,19.246,26.17,16.842,18.572,3.9,19.631,6.27,,,17.103,1.648,27.53,16.01,18.0,49.369,9.007,9.01,12.781,26.588,9.051,14.671,14.321,6.256,6.857,,9.044,21.321,20.198,14.71,,34.427,38.326,7.329,,44.421,9.862,25.746,5.008,7.937,7.13,24.224,11.869,12.993,42.02,,24.236,11.511,12.755,11.9,27.996,11.225,3.573,13.121,,67.621,24.39,,9.821,10.219,13.377,21.426,5.901,10.42,7.383,29.377,13.644,25.727,30.046,15.47,7.888,20.664,23.625,9.089,9.84,17.863,2.827,12.717,16.43,7.489,23.253,11.147,17.447,,26.171,63.4,36.797,15.868,1.95,2.4,5.086,28.381,8.14,9.992,18.47,19.411,14.951,12.464,3.01,2.612,2.209,6.31,76.486,10.0,18.945,15.98,19.04,3.139,2.32,7.0,,,37.075,15.485,65.429,14.1,5.9167,,22.191,9.61,4.77,4.47,,26.352,14.141,2.647,21.979,13.976,23.937,48.012,16.859,17.615,44.483,,16.136,,1.2,,11.387,,10.0,8.427,12.5,,,,8.898,12.118,16.412,21.845,,11.0,7.131,46.96,,,2.764,39.54,15.083,18.61,5.89,15.743,6.572,22.133
2018-07-31,18.532,,,10.112,14.899,15.409,,,14.995,,40.98,24.13,22.389,29.687,19.411,21.243,3.2,19.655,7.54,,,18.305,1.658,30.685,17.061,22.65,53.211,9.239,8.931,13.63,27.824,9.418,15.613,12.527,6.853,7.731,,10.966,21.4,18.89,15.195,,36.081,38.008,8.56,,43.34,10.391,26.241,5.814,9.288,7.516,26.461,16.815,18.487,29.1,,19.231,12.584,12.553,12.5,29.011,12.108,3.641,14.089,,68.954,25.247,,11.616,11.859,16.041,24.303,7.343,13.81,7.262,27.677,14.123,26.048,32.794,17.086,8.953,23.033,26.364,8.815,10.182,18.41,2.981,13.453,17.878,9.178,24.575,12.961,18.305,,27.516,68.55,37.751,16.397,2.17,2.4,5.505,26.877,8.2,10.963,19.52,21.398,14.373,12.761,2.96,2.209,2.102,6.11,81.652,8.8,21.403,18.332,21.42,3.56,2.72,8.021,,,45.204,16.819,73.273,14.85,6.588,,22.21,10.3,4.7,4.08,,32.986,13.732,2.538,23.593,15.708,24.848,47.35,18.897,21.267,44.067,,17.439,,1.31,,12.727,,9.88,8.837,11.849,,,,9.637,12.816,18.425,19.325,,11.93,8.641,51.932,,,2.478,35.685,16.481,21.29,7.15,18.056,6.347,23.558
2018-08-31,17.997,,,9.665,14.919,14.325,,,12.995,,38.02,23.0,20.479,27.751,17.493,19.759,3.4,20.3,5.82,,,19.599,1.61,29.263,17.315,20.13,57.588,8.496,9.109,12.867,26.114,8.372,14.976,13.182,6.654,7.008,,10.027,21.744,18.789,14.183,,34.056,39.129,8.187,,41.817,9.799,26.538,5.671,8.813,6.841,27.402,15.403,17.356,24.91,,19.581,9.489,12.332,12.93,29.191,11.268,3.397,13.056,,73.781,23.857,,10.723,12.267,15.563,25.295,7.574,11.21,6.706,25.446,15.712,25.72,29.852,19.019,8.416,21.969,25.211,9.187,9.39,19.624,2.948,11.136,15.375,8.872,22.547,13.753,17.017,,25.199,71.0,41.628,16.148,2.17,2.3,5.704,23.966,5.72,10.788,18.11,20.887,14.324,12.541,2.67,2.067,1.957,5.99,80.198,5.9,21.588,17.949,20.06,3.551,2.18,9.453,,,50.016,13.22,75.874,14.23,6.3609,,20.134,9.63,4.4,4.05,,31.286,13.541,2.6,23.027,14.207,31.001,48.006,18.364,22.135,46.797,,17.761,,0.99,,14.12,,10.2,8.656,11.744,,,,8.774,11.961,22.072,19.827,,11.157,7.862,52.236,,,1.906,34.781,13.394,16.9,5.7,18.67,6.87,20.463
2018-09-28,17.511,,,9.785,14.603,14.937,,,13.695,,41.181,24.05,22.192,27.236,17.951,19.974,3.75,19.985,5.01,,,20.364,1.58,34.914,17.07,21.97,56.839,8.932,7.574,13.157,27.379,7.567,13.317,11.161,6.209,6.726,,11.184,23.486,19.729,14.446,,31.717,36.78,8.709,,42.564,9.629,25.746,5.739,8.238,6.899,26.347,15.101,17.855,26.81,,19.821,10.305,11.762,13.25,29.761,11.359,2.986,13.666,,70.37,19.773,,10.628,12.874,16.678,26.158,7.689,11.05,6.303,23.588,17.014,26.771,30.251,21.262,8.878,22.154,26.33,9.167,8.803,18.282,2.912,11.735,15.641,8.64,21.671,12.653,16.196,,27.694,71.0,38.755,15.186,1.84,2.21,5.553,24.006,5.3,10.199,18.323,17.935,14.018,12.29,2.62,1.679,1.536,6.28,85.933,4.4,23.69,19.655,21.76,3.204,2.08,11.1,,,54.035,13.824,71.526,14.98,6.0515,,21.337,10.1,3.59,3.78,,32.29,12.782,2.545,22.262,14.841,28.648,42.541,17.753,25.054,47.559,,17.673,,0.96,,12.684,,10.06,8.513,11.209,,,,8.266,12.214,18.783,17.977,,11.137,8.105,58.276,,,1.62,35.577,11.638,14.92,5.06,19.304,6.267,22.687
2018-10-31,15.601,,,12.133,17.276,16.492,,,16.644,,45.82,30.59,25.169,39.536,21.103,23.913,5.94,21.958,5.49,,,18.901,1.745,32.55,20.991,21.9,50.721,11.792,7.733,17.602,34.1,10.183,17.801,12.027,10.503,10.361,,11.204,24.745,24.17,14.865,,31.56,48.454,8.923,,55.625,13.09,27.727,6.592,10.483,9.106,29.555,22.881,25.506,28.0,,20.92,9.333,12.875,13.8,33.348,13.441,4.689,19.506,,66.951,19.355,,11.207,12.508,15.776,23.936,7.651,18.4,6.828,25.043,21.687,28.148,37.86,23.185,9.88,24.92,29.394,10.017,11.542,17.16,2.903,13.748,18.529,9.864,19.196,16.518,25.367,,33.591,56.1,43.753,20.927,3.14,2.31,7.575,24.863,6.41,10.49,22.524,18.198,16.097,12.683,2.54,2.09,1.842,5.03,77.209,10.2,29.644,25.741,24.99,3.682,2.38,11.9,,,49.56,12.079,62.036,16.65,7.6756,,26.965,12.74,3.65,5.46,,38.314,15.931,3.083,26.377,13.989,26.811,34.449,18.8,23.898,37.44,,19.67,,1.35,,13.656,,12.5,9.23,11.075,,,,8.266,13.654,16.216,21.31,,12.538,10.015,55.246,,,3.907,39.225,14.099,16.87,5.6,17.594,6.066,20.998
2018-11-30,16.155,,,13.02,18.538,17.246,,,16.824,,48.276,34.74,26.744,41.67,23.445,26.827,5.93,23.484,5.51,,,21.177,1.9,29.932,21.403,22.17,52.696,12.162,7.614,20.187,37.827,12.058,17.451,8.674,12.057,11.939,,10.377,26.467,29.948,16.69,,33.723,48.388,8.271,,60.785,12.767,26.746,7.072,11.167,9.3,32.73,23.786,27.156,31.75,,21.79,8.112,12.59,14.25,36.26,14.36,5.041,18.709,,68.227,20.051,,14.959,11.862,15.147,27.675,7.139,21.6,7.318,27.824,24.948,30.341,38.123,24.164,10.847,27.223,32.257,11.503,14.623,15.663,2.766,14.239,19.426,10.921,22.313,15.537,27.702,,34.931,55.31,39.758,20.41,3.31,2.18,7.68,24.9,6.2,10.066,22.73,22.809,20.207,13.335,1.89,1.44,1.46,4.2,82.331,11.7,27.604,23.822,24.99,3.879,2.3,9.68,,,48.767,11.626,61.355,17.44,8.5069,,25.239,12.98,3.35,4.96,,38.786,17.628,3.196,26.641,14.384,21.809,40.876,17.491,25.922,40.447,,20.503,,1.24,,14.719,,12.77,9.318,11.333,,,,9.551,15.075,18.614,22.755,,11.656,9.109,51.437,,,4.288,41.757,15.792,14.58,5.18,17.418,5.624,23.849
2018-12-31,14.986,,,13.595,18.853,17.445,,,16.994,,53.455,36.0,25.624,43.534,24.12,27.506,6.3,24.02,4.99,,,22.515,1.891,29.847,22.974,21.93,46.082,12.23,8.119,20.688,41.533,10.397,19.55,8.388,14.389,13.161,,8.766,28.385,29.189,17.865,,32.744,58.116,8.243,,60.565,14.427,26.736,6.924,11.543,9.38,31.879,23.591,27.012,31.3,,21.68,7.272,13.565,16.09,35.969,14.739,5.873,20.352,,67.6,18.362,,16.051,11.93,14.502,28.846,6.769,25.1,7.733,30.857,28.285,28.879,40.529,26.944,10.643,26.53,31.814,11.327,14.593,15.07,2.679,14.759,19.416,12.109,22.972,16.349,32.278,17.887,37.963,55.2,42.519,22.449,4.28,2.15,8.408,25.15,5.46,11.607,23.807,22.6,22.227,13.326,1.5,1.25,1.26,3.45,80.195,11.1,24.978,21.951,23.8,3.928,2.24,9.92,,,49.04,10.812,56.591,17.0,8.9516,,27.978,13.05,2.99,5.3,,38.768,18.97,3.272,29.727,13.953,19.662,40.478,17.627,27.56,37.667,,21.895,,1.45,,15.624,,12.24,9.171,11.324,,,,8.942,16.038,19.01,25.62,,11.206,8.982,49.683,,,4.479,42.701,17.201,,4.39,17.195,5.632,22.895
2019-01-31,17.062,,,16.023,20.036,20.51,,,20.173,,53.397,37.11,30.078,48.562,28.702,32.225,6.7,27.041,6.1,,,29.023,2.114,27.044,23.824,23.54,50.828,13.615,8.713,21.92,49.421,13.813,20.437,11.266,15.529,13.151,,11.296,32.075,33.737,19.741,,43.44,56.303,9.511,,63.356,15.863,30.697,8.494,11.943,11.39,40.404,36.414,39.027,33.0,,19.34,9.372,16.238,18.51,40.429,17.426,6.588,22.524,,66.3,20.814,,13.392,12.378,15.314,33.309,7.266,24.72,8.62,33.864,30.427,30.456,43.404,27.525,11.894,29.035,34.768,14.747,14.672,17.642,2.982,15.447,20.847,13.045,24.707,19.758,29.625,19.108,40.739,59.4,47.297,22.274,5.56,2.08,9.699,26.0,6.08,14.086,25.616,21.214,23.556,15.846,1.63,1.3,1.34,4.67,96.337,8.4,29.059,24.758,23.46,3.928,2.36,11.5,,,52.736,13.295,61.393,19.65,9.667,,31.316,16.06,3.0,5.52,,44.837,23.468,4.265,40.929,19.561,20.808,41.478,18.645,31.386,45.501,,23.862,,1.39,,18.01,,13.99,10.663,12.004,,,,10.986,18.224,17.189,27.546,,11.39,9.632,44.325,,,3.717,44.974,19.963,,6.0,18.47,6.468,29.967
