date,ABEV3,AEDU3,ALLL3,ALPA4,ALSC3,ALUP11,AMBV3,AMIL3,ANIM3,ARTR3,ARZZ3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBRK3,BBSE3,BEEF3,BIDI11,BISA3,BPAC11,BPAN4,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BRPR3,BRSR6,BTOW3,CCRO3,CESP6,CIEL3,CMIG3,CMIG4,CNFB4,COGN3,CPFE3,CPLE6,CRFB3,CRUZ3,CSAN3,CSMG3,CSNA3,CTIP3,CVCB3,CYRE3,DASA3,DIRR3,DTEX3,ECOR3,EGIE3,ELET3,ELET6,ELPL3,ELPL4,EMBR3,ENAT3,ENBR3,ENEV3,ENGI11,EQTL3,EVEN3,EZTC3,FFTL4,FIBR3,FLRY3,GETI4,GFSA3,GGBR3,GGBR4,GNDI3,GOAU4,GOLL4,GRND3,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB3,ITUB4,JBSS3,KEPL3,KLBN11,KLBN4,LAME3,LAME4,LCAM3,LEVE3,LIGT3,LINX3,LOGG3,LREN3,MAGG3,MDIA3,MGLU3,MILS3,MMXM3,MOVI3,MPLU3,MRFG3,MRVE3,MULT3,MYPK3,NATU3,ODPV3,OGXP3,OIBR3,OIBR4,OSXB3,PCAR4,PDGR3,PETR3,PETR4,PMAM3,POMO4,POSI3,PRIO3,PRML3,PRTX3,PSSA3,QUAL3,RADL3,RAIL3,RAPT4,RDCD3,RENT3,RLOG3,RPMG3,RSID3,RUMO3,SANB11,SAPR11,SAPR4,SBSP3,SEER3,SLCE3,SMLS3,SMTO3,SULA11,SUZB3,SUZB5,TAEE11,TAMM4,TCSA3,TCSL4,TEND3,TERI3,TESA3,TIET11,TIMP3,TMAR5,TNLP3,TNLP4,TOTS3,TRPL4,TUPY3,UGPA3,UGPA4,USIM3,USIM5,VALE3,VALE5,VIVO4,VIVR3,VIVT4,VLID3,VVAR11,VVAR3,WEGE3,WIZS3,YDUQ3
2015-09-30,17.052,,,4.629,10.084,11.687,,,9.361,9.409,17.123,,9.416,12.331,10.864,9.714,16.343,17.078,12.979,,,,1.293,6.633,,68.673,13.597,6.466,8.377,3.933,14.345,9.449,12.795,20.583,5.656,5.177,,6.947,13.845,25.726,,26.8,17.411,9.848,3.655,30.85,12.674,6.893,8.854,2.894,4.996,5.275,20.213,5.112,7.734,12.391,10.537,24.735,3.909,9.074,15.0,12.328,6.307,3.219,6.908,,44.742,6.698,14.07,15.853,4.094,5.141,,2.735,3.67,4.714,,11.154,12.657,19.002,,4.112,10.827,12.146,15.548,20.378,18.358,3.487,9.485,13.145,0.825,17.831,11.296,13.991,,14.232,12.922,18.385,0.22,4.5,7.25,,24.188,7.17,4.466,12.954,13.147,9.276,8.384,4.0,2.299,2.133,16.0,48.59,30.0,8.317,6.717,33.317,1.416,1.489,0.875,5.77,,22.959,9.393,37.528,6.01,2.6828,,6.877,4.248,3.6,4.1,6.01,9.691,,0.917,13.854,7.21,6.998,22.675,12.033,13.691,,18.271,12.112,,2.598,,,33.0,15.6,9.682,6.784,,,,9.355,7.109,14.194,29.884,,8.0,3.195,14.487,12.477,,25.183,27.446,35.118,3.936,2.704,10.909,6.244,11.055
2015-10-30,16.762,,,5.831,9.895,12.432,,,12.849,9.339,18.069,,9.688,12.955,10.789,9.532,14.008,18.31,12.415,,,,1.405,6.674,,58.467,17.765,6.923,9.238,4.222,14.074,9.799,13.628,20.555,5.557,5.303,,8.885,14.423,25.616,,27.3,21.372,10.283,4.047,31.975,13.409,7.468,8.844,2.83,5.438,5.145,20.279,4.888,8.335,9.921,9.536,27.431,3.807,8.915,18.0,12.283,6.406,3.743,7.589,,43.778,6.756,13.82,19.62,3.798,5.103,,2.435,3.55,4.876,,12.177,14.495,19.714,,4.146,10.958,12.135,13.188,22.185,18.493,3.398,9.412,13.558,0.938,18.126,12.548,14.945,,14.309,11.871,22.119,0.18,4.48,7.25,,25.981,6.37,5.441,12.853,13.885,10.894,8.73,4.0,2.343,1.62,15.0,49.006,20.4,9.135,7.153,45.124,1.726,1.489,1.055,8.411,,25.247,11.221,38.382,7.34,2.609,,7.358,4.761,3.4,4.6,7.34,10.629,,0.882,14.641,7.899,6.732,22.713,13.639,14.545,,15.676,12.639,,2.447,,,26.0,14.64,9.51,7.633,,,,10.606,7.736,16.639,29.974,,7.661,2.651,15.205,13.468,,33.577,29.974,33.606,4.225,2.883,10.168,7.283,12.122
2015-11-30,16.367,,,5.502,10.728,11.114,,,12.124,9.666,18.929,,9.802,13.337,11.064,9.595,14.008,17.876,11.111,,,,1.443,4.528,,53.545,21.387,7.925,8.182,3.841,14.248,10.356,11.323,19.712,5.442,4.888,,8.371,14.655,22.621,,27.59,20.845,12.951,5.128,34.812,12.674,6.16,9.05,2.774,5.693,4.522,20.302,5.637,9.174,,7.544,29.488,3.788,9.382,15.0,12.103,6.538,3.818,7.828,,47.595,6.682,13.15,19.463,3.881,5.775,,1.855,3.41,4.605,,12.129,18.554,20.019,,4.175,11.203,12.747,11.495,16.765,20.011,3.299,9.654,13.988,0.924,20.518,10.563,15.327,,13.536,13.561,22.783,0.135,3.4,7.0,,29.269,5.88,6.057,13.015,12.626,10.075,8.792,3.0,2.157,1.345,14.0,47.465,15.1,9.164,7.116,36.552,1.992,1.688,1.005,9.878,,25.411,10.231,38.056,6.0,2.48,,7.52,3.626,3.0,3.15,6.0,11.374,,0.842,16.548,7.277,6.736,27.007,14.744,16.558,,18.11,11.191,,2.17,,,21.89,13.3,9.049,6.911,,,,10.389,7.893,15.763,28.064,,6.315,2.098,11.738,10.204,,25.183,27.798,33.235,3.479,2.883,10.733,7.333,10.514
2015-12-31,15.805,,,5.209,10.391,10.314,,,13.332,9.557,18.228,,9.59,12.259,9.775,9.135,12.234,16.748,12.941,,,,1.518,4.247,,53.895,22.529,6.861,8.164,4.313,14.702,10.183,11.272,18.859,5.302,4.54,,8.625,14.134,19.153,,,21.796,12.278,3.73,35.567,12.51,6.251,9.936,2.806,5.239,4.401,20.32,5.608,9.227,9.921,8.083,29.325,3.724,9.54,14.0,12.552,6.442,3.855,7.625,,46.062,6.595,14.46,19.07,3.254,4.402,,1.555,2.52,4.549,,12.386,17.983,17.486,,4.033,10.961,12.171,11.43,15.735,19.775,3.142,10.032,15.741,0.916,19.923,9.683,14.144,,13.264,13.241,21.271,0.27,2.66,5.75,,28.959,6.35,6.365,11.822,10.674,11.174,8.367,3.0,1.791,1.491,15.0,40.549,16.3,8.346,6.216,35.582,1.638,1.688,1.225,9.291,,22.704,9.787,34.166,6.24,2.2587,,7.024,3.882,3.6,3.2,6.24,12.327,,0.788,16.556,6.478,6.431,26.388,14.056,14.449,,17.814,11.003,,2.262,,,54.97,7.95,9.95,6.197,,,,9.693,8.218,14.746,27.044,,3.894,1.478,11.614,9.839,,25.183,26.963,33.02,3.251,1.442,10.597,6.659,10.938
2016-01-29,16.523,,,5.334,10.018,9.71,,,9.641,9.448,16.492,,9.035,11.519,9.349,8.608,13.168,15.922,11.948,,,,1.639,2.826,,47.517,19.576,7.337,7.902,3.275,12.8,10.37,11.096,19.016,4.895,4.493,,7.693,15.093,17.379,,,21.744,10.194,3.31,36.269,11.583,5.96,10.231,2.638,4.706,3.45,20.533,5.667,8.883,11.191,7.583,27.936,2.664,9.604,12.0,12.22,6.805,3.865,7.38,,39.111,6.018,,18.442,2.431,3.408,,0.965,1.53,4.122,,10.538,18.513,18.66,,4.033,10.093,11.54,9.995,11.656,17.709,3.035,9.271,15.153,0.814,19.536,7.942,16.005,,13.761,13.515,18.555,0.216,2.49,5.5,,24.584,6.1,6.71,12.879,9.277,10.66,8.942,2.0,1.634,1.261,15.0,37.033,20.2,6.749,4.49,30.73,1.797,1.311,0.73,8.997,,20.638,9.344,39.944,1.89,2.0282,,6.247,1.904,3.8,1.96,1.89,10.548,,0.665,18.647,6.352,6.396,21.595,14.673,14.03,,15.203,11.423,,1.961,,,53.26,6.24,9.035,5.754,,,,10.12,8.213,14.005,26.565,,3.09,0.811,8.663,6.95,,25.183,26.353,30.984,2.903,1.223,10.958,6.948,9.181
2016-02-29,15.729,,,6.505,10.124,9.891,,,11.4,9.676,15.459,,10.232,11.261,11.115,10.132,14.382,17.178,11.491,,,,1.586,3.43,,50.64,20.799,8.32,7.679,4.122,11.149,10.248,11.441,17.41,4.98,4.462,,9.023,15.549,18.23,,,23.822,11.668,4.849,35.946,12.223,6.835,10.408,3.797,5.486,3.908,21.419,5.53,8.635,11.905,6.976,29.335,2.676,10.087,12.0,12.39,7.204,4.248,8.008,,39.058,6.719,,20.875,2.581,3.342,,1.133,2.31,4.449,,10.782,20.873,20.25,,4.109,10.438,12.074,10.551,11.811,18.25,2.81,9.691,16.169,0.911,20.043,7.922,14.846,,13.962,14.045,20.292,0.301,2.34,3.5,,21.334,6.25,7.773,14.625,8.383,12.779,8.987,3.0,0.94,0.925,15.0,40.278,74.0,7.158,4.769,26.039,1.823,1.37,0.925,8.9,,18.635,8.921,44.306,2.63,1.9821,,6.549,2.344,3.4,4.11,2.63,12.083,,0.777,19.775,7.184,7.193,22.081,14.971,12.462,,15.727,12.389,,2.12,,,56.0,5.5,10.15,6.278,,,,9.839,8.398,14.028,28.483,,3.351,0.858,10.526,8.217,,16.788,28.961,30.51,4.304,2.237,9.402,6.672,10.005
2016-03-31,16.781,,,5.704,12.234,11.648,,,9.613,9.537,20.268,,13.544,16.615,14.378,12.863,19.051,21.152,10.888,,,,1.643,5.209,,50.666,19.095,9.118,8.532,6.042,13.804,11.62,13.342,19.802,6.583,6.15,,10.432,18.249,22.581,,,27.955,14.812,6.667,38.16,15.512,8.694,10.497,4.796,6.83,5.188,22.256,6.455,9.28,16.766,7.756,23.207,2.619,9.984,14.0,12.817,7.706,3.893,9.645,,26.932,8.883,,21.111,4.517,6.172,,2.276,2.77,4.619,,11.979,23.292,22.84,,4.933,12.285,14.845,10.134,14.473,16.442,2.56,11.141,16.227,1.104,18.965,9.702,15.306,,16.176,12.702,21.549,0.447,3.34,8.75,,26.275,6.49,8.682,16.706,11.233,12.76,10.115,10.0,0.784,0.879,23.0,48.289,45.2,10.352,7.747,28.142,2.115,1.47,1.805,5.203,,21.59,10.3,50.408,3.34,2.8027,,8.466,2.105,3.8,4.81,3.34,13.7,,0.984,20.973,9.045,6.177,28.822,14.824,12.643,,12.067,13.256,,2.07,,,55.7,5.72,10.638,7.227,,,,8.496,8.695,13.011,31.628,,3.993,1.756,13.503,10.924,,25.183,34.409,23.339,5.537,2.406,10.024,8.392,9.268
2016-04-29,17.289,,,6.809,14.698,11.711,,,10.319,9.953,21.049,,15.129,18.582,14.778,13.547,17.09,21.366,10.284,,,,1.492,7.209,,48.583,21.174,10.465,9.958,6.427,13.225,13.401,12.114,22.764,5.984,5.207,,11.631,18.482,23.287,,,28.355,17.03,12.252,40.128,18.299,8.788,12.277,4.916,7.064,6.485,23.148,7.585,11.322,22.649,8.498,20.015,2.698,10.652,12.0,13.412,8.135,3.573,9.98,,27.445,10.36,,18.545,5.293,7.393,,2.726,2.44,4.69,,11.656,25.165,25.025,,5.229,13.148,15.642,8.366,15.484,14.795,2.327,10.734,15.651,1.227,18.51,10.122,15.155,,16.306,12.785,25.525,0.49,4.21,7.0,,30.437,6.49,8.814,18.339,12.921,12.26,9.417,8.0,0.642,0.78,19.0,49.04,34.1,12.923,9.491,28.789,2.089,1.45,1.9,6.846,,21.954,10.321,53.151,4.28,2.6945,,9.454,3.196,3.9,5.05,4.28,15.001,,1.085,23.307,9.807,6.068,30.255,13.731,13.195,,12.787,13.458,,2.321,,,57.65,5.85,10.547,7.086,,,,8.935,10.171,10.764,32.82,,4.393,2.425,17.55,15.109,,33.577,32.977,27.193,6.095,2.953,10.861,8.078,9.612
2016-05-31,17.04,,,7.384,11.976,10.952,,,10.093,10.01,21.602,,14.101,13.952,12.903,11.935,14.008,19.414,9.214,,,,1.502,5.932,,45.097,18.112,9.281,7.999,6.306,9.557,12.631,10.249,21.574,5.367,4.507,,10.17,17.631,19.478,,,29.86,20.684,6.098,41.041,20.611,8.214,9.804,4.237,6.541,6.788,21.714,7.789,11.048,34.485,6.755,18.293,2.506,10.306,11.4,13.879,8.72,3.945,10.518,,30.173,10.762,,14.308,3.675,5.273,,1.808,2.27,4.638,,10.756,23.801,24.275,,4.742,11.727,13.83,9.689,16.325,15.506,2.237,10.452,15.006,1.393,19.099,8.844,15.059,,16.408,13.141,29.302,0.531,4.7,4.71,,27.076,6.29,7.449,17.001,12.832,10.827,10.092,6.0,0.664,0.696,17.9,39.195,24.3,9.914,7.459,26.86,2.124,1.39,1.605,6.083,,20.924,11.159,55.758,4.74,2.9309,,9.527,3.235,3.85,4.2,4.74,14.047,,1.237,22.592,9.73,6.084,32.844,16.521,11.801,,14.277,13.416,,2.011,,,60.76,12.37,10.791,6.604,,,,9.385,10.914,10.251,30.93,,4.783,1.62,12.674,10.79,,14.27,32.715,22.536,6.194,2.585,10.296,8.05,8.794
2016-06-30,16.986,,,7.731,13.563,12.465,,,14.156,10.01,23.667,,15.944,14.674,14.323,13.293,15.035,20.02,8.912,,,,1.455,7.532,,44.564,16.421,10.326,7.272,6.61,9.074,13.914,10.071,23.008,6.299,5.827,,12.483,19.859,24.035,,,30.296,24.029,7.292,42.405,22.046,8.805,11.134,4.365,7.669,7.246,23.446,12.502,15.564,,8.37,17.066,3.015,11.496,11.6,15.563,9.303,3.759,10.678,,19.45,11.405,,16.387,4.012,5.576,,1.873,3.45,4.616,,12.548,19.492,26.402,,5.052,11.988,14.433,9.689,18.78,13.173,1.936,11.005,15.7,1.391,18.772,11.075,15.485,,18.65,13.424,33.873,0.589,4.29,3.99,,29.571,5.62,8.167,18.747,12.166,12.26,12.007,3.61,1.455,1.009,15.3,45.261,24.7,11.209,8.74,27.71,2.124,1.46,1.37,6.249,,21.201,13.618,61.121,4.9,3.0727,,9.885,3.823,3.82,2.94,4.9,14.694,,1.343,25.673,10.681,6.019,39.053,16.386,12.321,,11.034,13.665,,2.127,,,62.5,12.89,11.231,6.344,,,,9.677,11.375,9.305,32.226,,4.959,1.911,14.501,12.508,,14.438,34.363,21.519,7.408,3.083,9.879,9.262,13.734
2016-07-29,16.876,,,8.5,13.938,14.949,,,14.972,,24.746,,16.909,17.98,15.499,14.983,21.479,21.465,9.341,,,,1.427,9.192,,54.3,15.99,11.298,8.746,8.344,12.549,15.513,11.781,24.972,8.206,7.276,,13.254,22.029,26.445,,,30.969,26.789,10.322,41.901,20.803,9.592,14.139,5.377,8.941,7.099,25.833,17.165,19.692,,12.45,14.462,4.04,12.137,11.9,19.042,10.619,4.522,11.879,,17.878,12.948,,17.666,5.171,7.337,,2.573,5.13,4.821,,15.643,23.138,28.624,,5.564,13.525,16.103,10.561,21.812,14.515,2.187,12.686,18.739,1.408,21.839,14.299,17.735,,21.461,14.931,37.583,0.703,5.7,5.1,,34.986,5.68,10.237,19.818,15.363,16.01,11.727,5.63,2.239,1.896,16.12,47.548,35.4,13.644,11.013,37.06,2.726,1.976,1.492,7.09,,22.271,15.733,64.161,6.12,4.453,,11.606,4.447,4.3,4.26,6.12,16.594,,1.584,27.192,13.388,6.1,42.283,16.3,13.581,,9.661,18.434,,2.447,,,63.8,18.44,13.061,7.707,,,,10.425,12.558,11.592,33.554,,8.2,3.637,16.489,14.409,,27.281,38.533,22.974,6.662,2.884,10.979,9.269,14.293
2016-08-31,17.226,,,7.74,14.486,14.415,,,13.861,,22.978,,15.971,19.949,15.45,15.363,19.144,21.343,9.185,,,,1.427,8.749,,53.85,20.794,9.916,8.193,8.36,15.783,14.13,11.417,22.825,7.852,7.004,,12.761,22.424,27.112,,,34.216,26.98,8.019,42.661,21.622,9.044,21.086,4.949,7.84,7.194,24.433,21.936,25.19,18.155,12.183,13.975,3.697,12.07,14.98,19.288,9.67,4.121,11.071,,19.884,15.958,,19.105,6.058,8.622,,3.51,6.33,5.084,,15.085,22.0,26.899,,5.777,14.35,17.285,12.112,20.785,14.625,2.19,13.59,18.818,1.383,19.496,14.927,16.729,,20.178,15.059,38.861,0.925,4.94,5.28,,34.876,5.11,9.293,18.293,16.162,14.981,11.539,5.66,2.97,1.926,15.4,48.797,32.1,14.355,11.922,30.77,2.85,2.621,1.45,6.99,,21.835,16.596,57.772,7.2,4.264,,11.609,4.876,4.5,4.31,7.2,18.467,,2.02,25.947,13.91,5.884,40.932,15.567,12.864,,9.934,16.922,,2.385,,,64.49,12.3,13.016,7.707,,,,9.587,12.231,11.18,34.076,,7.078,3.366,15.098,13.89,,21.825,38.111,22.403,6.165,2.874,11.913,9.262,13.426
2016-09-30,17.792,,,7.189,15.129,14.397,,,12.198,,23.248,,14.991,19.706,15.061,15.695,15.876,21.877,9.341,,,,1.352,8.306,,55.32,21.657,9.884,8.29,8.23,15.397,14.03,12.441,22.274,7.594,6.868,,13.676,23.331,27.663,,,34.298,26.726,8.476,41.968,23.163,8.753,21.086,4.865,7.759,7.687,24.12,18.752,21.097,19.842,10.509,13.681,3.075,12.137,12.99,19.086,9.623,3.759,10.157,,20.787,16.008,,19.904,6.152,8.413,,3.245,6.24,5.056,,15.203,23.492,27.836,,5.612,14.586,17.133,11.453,19.699,14.659,2.351,13.95,19.757,1.499,19.166,15.606,18.76,,19.319,19.898,42.683,1.17,4.58,3.3,,36.66,5.22,9.021,19.827,15.549,15.015,11.721,4.92,2.761,2.201,15.46,51.452,23.8,14.744,12.59,26.86,2.77,3.088,1.349,6.97,,23.634,14.035,64.304,6.32,4.3585,,11.422,4.311,6.18,3.69,6.32,17.913,,2.309,26.653,14.775,5.718,43.919,18.172,12.785,,10.197,15.303,,2.434,,,64.28,12.78,12.478,7.327,,,,9.709,12.012,11.221,32.533,,9.225,3.424,15.874,14.783,,23.588,36.749,24.032,6.34,3.075,12.77,10.595,14.422
2016-10-31,16.903,,,7.896,16.431,16.543,,,13.28,,26.258,,16.765,25.315,17.213,18.084,16.81,23.532,9.837,,,,1.314,11.047,,53.4,25.627,10.27,8.329,10.701,15.136,14.37,12.551,22.198,8.606,7.804,,14.702,23.36,30.065,,,39.037,27.241,10.014,43.916,23.596,9.198,18.869,4.638,7.777,8.189,25.404,23.075,24.173,,10.251,16.748,3.65,12.956,14.55,20.595,10.888,4.346,11.031,,23.073,17.636,,19.664,7.608,10.465,,4.494,7.86,5.622,,16.37,22.556,28.258,,6.352,17.154,20.383,9.408,18.437,14.151,2.427,15.256,20.277,1.598,18.282,17.247,18.373,,21.316,20.693,43.778,1.414,4.99,6.75,,36.068,5.69,9.338,20.125,14.386,14.741,10.878,5.5,2.47,2.087,15.84,59.107,29.0,18.153,16.412,29.24,2.886,4.071,1.6,7.3,,24.858,15.03,68.748,7.14,4.5192,,11.459,4.808,7.42,3.92,7.14,21.415,,2.64,29.752,17.705,6.429,47.544,19.697,15.18,,10.966,15.135,,2.454,,,,12.45,12.891,8.217,,,,9.255,12.606,10.673,33.114,,8.61,4.375,19.68,19.803,,19.307,36.454,23.575,9.107,3.732,12.726,10.951,14.989
2016-11-30,15.527,,,7.741,14.482,14.62,,,13.33,,24.42,,14.886,24.728,15.817,16.098,14.942,20.713,11.919,,,,1.295,12.724,,51.65,24.929,8.679,7.66,8.86,10.937,12.501,11.404,20.362,7.097,6.324,,13.43,23.784,23.813,,,35.908,28.085,11.59,43.787,22.912,7.983,18.327,3.899,6.18,7.032,22.869,24.974,25.039,24.802,8.677,16.181,3.65,11.968,13.5,18.156,10.038,3.896,9.843,,28.014,16.305,,16.707,8.914,12.886,,5.525,5.42,5.0,,14.392,21.89,25.587,,5.794,15.751,18.808,9.457,15.943,14.718,2.365,12.558,16.045,1.682,17.001,14.721,17.068,,17.748,21.013,37.577,1.59,3.65,6.3,,29.674,6.51,8.734,18.237,11.74,12.596,10.646,5.1,2.052,1.689,16.26,52.906,16.6,17.987,14.844,27.54,2.45,3.277,1.661,7.67,,23.503,14.129,62.568,6.36,3.3563,,10.022,4.818,7.0,3.15,6.36,22.929,,3.017,26.45,17.388,5.945,39.049,16.688,14.786,,12.514,13.93,,2.186,,,,10.02,11.633,7.698,,,,6.874,11.492,9.557,31.635,,8.62,4.025,25.01,24.526,,15.529,35.649,20.17,9.595,3.612,11.258,9.688,14.378
2016-12-30,15.051,,,7.559,14.149,15.225,,,13.408,,22.486,,14.986,24.445,15.979,15.868,14.755,20.72,11.822,,,,1.211,12.737,,48.25,31.048,9.603,7.272,8.152,9.846,13.564,11.752,19.108,7.268,6.431,,12.389,24.315,22.505,,,35.381,30.07,10.117,44.137,22.99,8.788,17.45,3.831,6.135,7.335,22.327,22.209,22.883,24.772,11.182,15.625,3.525,11.772,11.9,17.098,10.458,3.622,10.444,,28.809,15.718,,14.868,7.436,10.271,,4.541,4.62,5.037,,13.177,22.025,24.996,,5.779,15.712,18.25,11.046,17.606,15.368,2.433,12.149,16.653,1.811,17.15,17.06,16.778,,18.351,21.688,37.288,1.623,3.91,5.55,,28.722,6.61,8.265,18.629,10.354,11.138,11.487,4.4,1.963,1.72,15.0,53.051,11.9,16.497,13.796,25.84,2.542,2.77,2.178,7.65,,22.176,14.822,59.521,6.14,3.2618,,9.961,4.867,7.21,2.7,6.14,24.045,,2.896,25.417,15.991,5.884,36.503,18.126,14.417,,13.829,15.574,,2.146,,,,10.0,11.204,7.262,,,,7.765,11.967,9.895,31.338,,8.063,3.977,23.023,22.553,,13.095,34.797,19.774,10.699,3.582,11.268,9.937,13.97
2017-01-31,15.849,,,7.846,14.639,16.445,,,13.182,,26.111,,16.793,27.073,17.634,17.904,16.343,20.435,11.685,,,,1.502,17.841,,44.46,29.498,11.789,7.728,12.441,11.584,13.181,15.158,18.22,8.956,7.624,,12.557,24.642,26.445,,,37.347,35.557,10.769,46.561,25.221,11.081,19.999,4.966,6.803,7.593,22.837,20.281,21.84,31.746,11.678,17.578,3.756,12.343,11.73,18.745,11.169,4.395,12.186,,26.532,16.745,,19.664,8.123,11.602,,5.317,6.26,5.303,,13.508,23.559,27.93,,6.477,16.846,20.087,11.53,19.308,14.085,2.39,12.836,16.412,1.877,17.571,19.33,17.445,,18.914,22.373,40.177,1.957,3.97,5.41,,30.235,6.46,9.64,19.691,11.739,12.227,10.22,4.4,2.724,2.446,15.3,56.142,35.8,15.767,13.935,24.48,2.672,3.376,2.62,8.15,,21.665,15.869,63.714,7.5,3.6967,,10.727,5.744,8.0,8.2,7.5,26.581,,3.91,27.677,15.195,6.677,42.464,19.018,14.89,,13.05,16.115,,2.772,,,,12.6,11.636,8.301,,,,8.427,12.121,9.82,30.289,,8.073,5.092,28.85,29.52,,18.971,37.152,19.244,8.928,3.234,11.566,10.41,14.058
2017-02-28,16.439,,,8.926,14.335,17.709,,,13.566,,28.255,,17.275,28.805,17.913,18.309,17.65,21.579,10.508,,,15.511,2.487,20.114,,40.62,29.308,11.99,9.163,13.128,11.873,15.374,15.568,18.764,12.562,8.917,,12.705,24.847,27.72,,,37.004,42.502,11.17,46.738,27.675,11.115,22.969,4.73,7.622,8.181,23.59,20.924,21.743,28.969,12.411,17.51,3.855,12.062,13.55,21.063,11.442,4.943,12.827,,24.012,19.1,,18.305,8.584,12.316,,5.544,8.48,5.728,,15.173,23.316,29.148,,7.17,18.76,22.017,11.337,20.188,13.569,2.381,13.08,16.088,2.017,18.084,21.934,16.024,,20.236,22.83,44.807,3.182,4.24,5.04,7.115,30.379,6.25,10.789,20.272,12.796,12.397,10.895,3.95,3.164,2.629,13.28,55.668,19.8,15.543,14.084,22.78,2.561,4.022,3.789,8.9,,23.825,15.176,57.78,8.58,4.2072,,11.216,6.632,8.52,7.15,8.58,29.17,,3.993,29.028,16.188,6.995,50.402,17.661,15.554,,13.099,16.528,,3.249,,,,14.44,12.861,9.052,,,,8.185,12.333,11.394,29.942,,8.786,4.782,29.334,30.448,,19.391,36.547,20.713,11.744,4.02,12.344,11.584,13.253
2017-03-31,16.807,,,9.355,15.08,18.235,,,13.182,,28.156,,17.52,29.473,17.604,17.749,16.063,22.016,9.496,,,16.193,2.056,18.776,,38.61,28.782,11.644,8.882,12.09,12.207,15.34,16.814,19.592,10.976,8.608,,12.416,25.071,26.931,,,36.039,36.839,8.494,49.5,28.034,11.329,20.999,4.705,8.309,8.223,22.563,16.649,19.506,17.857,13.797,17.018,4.067,12.256,14.5,21.156,11.302,4.503,12.847,,26.081,18.855,,16.155,9.93,10.356,,4.683,8.34,6.495,,15.661,24.96,30.742,,6.795,18.103,20.853,9.893,23.475,13.262,2.312,12.944,16.049,2.439,17.927,19.418,16.053,,22.081,23.031,41.435,2.708,3.74,4.89,7.747,31.382,5.71,11.115,20.905,15.134,14.11,10.323,3.74,3.09,2.996,12.24,58.235,22.1,14.754,13.443,22.95,2.431,3.475,4.699,9.27,,23.421,15.9,57.224,8.55,4.5381,,12.185,6.584,9.78,7.5,8.41,23.474,,3.051,28.772,17.816,7.247,55.516,16.062,15.653,,12.914,17.234,,2.7,,,,13.25,10.964,9.367,,,,8.963,12.014,12.152,33.238,,8.181,4.307,26.708,27.259,,17.88,37.305,18.144,10.321,3.622,12.746,13.105,14.032
2017-04-28,16.826,,,10.115,14.756,17.237,,,13.243,,30.238,23.96,17.266,28.67,17.888,18.325,15.222,22.536,10.1,,,15.341,1.765,17.446,,39.79,30.949,11.29,9.153,11.362,13.225,15.214,15.768,20.014,8.55,7.407,,13.977,25.294,23.994,,,34.416,30.005,7.226,,30.032,11.295,26.281,5.125,8.065,8.587,21.689,17.584,20.24,15.2,15.04,15.13,4.313,11.79,14.58,21.203,11.17,4.346,13.561,,26.56,23.41,,15.287,9.102,9.32,,4.352,10.04,7.216,,19.19,25.917,31.721,,7.074,18.267,21.61,9.951,24.531,13.88,2.451,13.354,16.52,2.761,16.696,21.472,17.251,,23.593,24.793,47.397,3.423,3.49,4.84,8.231,34.067,7.22,12.337,21.347,15.17,14.713,10.523,3.34,3.052,2.599,11.18,69.524,20.0,13.985,12.961,22.1,2.227,3.634,4.348,9.03,,23.676,17.402,65.788,8.73,4.4436,,13.832,6.438,9.15,6.3,,23.278,,2.853,26.826,21.292,8.032,60.455,16.546,15.747,,13.06,17.279,,2.84,,,,12.78,10.865,9.573,,,,8.994,11.438,12.661,32.681,,8.571,4.132,25.449,26.26,,16.704,38.853,18.024,11.854,4.478,12.966,14.12,16.038
2017-05-31,17.24,,,9.11,13.464,16.277,,,16.109,,29.312,23.59,16.792,24.905,16.361,16.614,14.382,21.941,10.92,,,12.06,1.689,16.805,,43.32,30.033,11.124,8.495,11.249,12.484,14.251,14.666,18.943,7.157,6.545,,13.664,25.576,24.515,,,34.275,29.088,6.396,,29.257,9.213,28.519,4.293,7.252,8.369,21.563,13.388,16.55,13.0,12.39,15.771,3.927,11.72,13.61,20.97,10.376,3.671,12.547,,34.338,25.305,,8.992,8.904,9.073,,4.219,7.8,7.799,,19.306,25.434,30.411,,6.401,17.32,19.575,7.845,23.044,14.729,2.488,12.104,14.323,2.654,15.671,20.922,18.118,,23.136,29.103,52.62,3.856,3.65,4.05,8.389,35.502,6.3,10.225,20.212,13.391,15.841,11.169,3.01,2.963,2.713,10.07,66.84,20.3,13.264,12.024,22.1,2.617,3.26,3.68,7.92,,26.545,22.055,70.226,8.48,4.5098,,13.35,6.311,9.44,7.18,,21.704,,2.9,26.579,20.91,8.266,55.166,16.732,16.741,,15.35,17.834,,2.3,,6.601,,13.71,11.396,9.255,,,,9.764,11.907,12.055,34.737,,8.337,3.851,25.171,25.79,,21.489,38.45,14.699,10.162,3.672,13.919,17.348,15.643
